e4460934 AFKDetection2
8cada859 LcuBackgroundTexturePath
49e385de LeaderControls
5dfec065 LeagueClientIconPath
df6bd61c LeagueClientSmallIconPath
455dd17f LeagueClientSplashPath
1c3af8b5 LeagueFlavors
9e8ce60d LeagueRotatingFlavors
c12996d1 LeashDistance
c4beadc8 LeashRadius
7825ec74 LeaveButton
db3f15ec LeftBlackBar
f221fb31 LeftIcon
f43b8449 LeftIconRegion
af4499c3 LeftManagedLayout
c66d39d3 LeftOffset
2cc9ea0f LeftPhaseIcons
73fd9245 LeftPlayer
1b57cc27 LeftRightWidths
e4620618 LeftScene
fc2cd44b LeftTop
7e653ca1 LeftValue
6bb10f7a LeftViewPaneDefinition
ff00f33b LeftViewPanelink
bc022424 LegacySimple
86c9f1fb LegendMagicDamageIcon
77376168 LegendMagicDamageValueText
e12d516d LegendPhysicalDamageIcon
f635596e LegendPhysicalDamageValueText
b9ca2ec0 LegendTrueDamageIcon
93d18371 LegendTrueDamageValueText
9e16840a LegendaryVFX
e86a8a2b LerpA
f1157821 LerpTime
b679bbae LerpTimeSeconds
862a54e3 LessThan
f73a559d LetServerDriveTargetPosition
f3f3f7c9 LetterBoxRatio
66bf3576 LetterBoxViewRatio
39711494 LevelBehaviors
1cd5f428 LevelBoxOverlayAlly
c96c4266 LevelBoxOverlayEnemy
039ed6fc LevelBoxOverlaySelf
28cd6f66 LevelBoxOverlaySelfColorblind
3f9c379d LevelControllerLink
d4ce95ce LevelControllers
2067de5d LevelData
9c036cd2 LevelDifferenceExperienceMultiplierPerLevel
10bc0088 LevelDodge
7b0cab18 LevelFiveIcon
3f5fa588 LevelFourIcon
e83ed618 LevelIcon
4afcbc96 LevelOneIcon
9c17d418 LevelPipActive
6e688cf5 LevelPipActiveDefault
955e597a LevelPipActiveHover
00a5528e LevelPipAvailableDefault
0d443b5d LevelPipAvailableHover
8bfa5fe2 LevelPipBonusDefault
9fc3c8e9 LevelPipBonusHover
ebe34313 LevelPipClaimed
60ea4a7e LevelPipCompleteDefault
d05a8fcd LevelPipCompleteHover
24cec4a3 LevelPipDefault
106bef1e LevelScriptFunctionLink
6f20f6ea LevelScriptLink
77acee55 LevelSpellEffectiveness
65e1e746 LevelText
27b27d10 LevelTextActive
017a4bbd LevelTextAvailable
f267aecb LevelTextColorAlly
4d3c5847 LevelTextColorEnemy
a08f8a73 LevelTextColorSelf
40bdcbdd LevelTextColorSelfColorblind
93db2d5d LevelTextComplete
a12187a0 LevelTextHandle
e29c2eca LevelThreeIcon
bbd2ae7e LevelToIconPath
b774f395 LevelTraKey
de9f3f0c LevelTwoIcon
4807a7a6 LevelUpDisplay
c43a3d1f LevelUpDisplayDelaySecs
64c7be41 LevelUpLinks
f30a6eea LevelUpUiData
968c4ad4 LevelUpVfx
8a436b27 LevelUpVfxGroup
a147b6ea Levels
d628825f LifeStealAndVamp
ea4e5cc8 LightgridBounceFalloffDistance
22d24a9a LightgridOverallScale
2f3b5471 LightgridScaleBounceContribution
bd62ded9 LightingOverride
eb079194 LimitedTournamentPause
6af0a9f6 LineColor
53ca5f65 LineHeightRef
53e09c75 LineMissileDelayDestroyAtEndSeconds
db386b37 LineMissileTimePulseBetweenCollisionSpellHits
69a31b79 LinearOverlays
b929b43e Linger
7d4f3ccc LingerErosionDriveCurve
ac1ebb44 LingerRotation
6861179c LingerRotation0
b2dcc7dc LingerScale
7d8eb884 LingerScale0
af93d663 LinkedBarracks
ed01b2a5 LinkedTraits
ec296e87 LinkedUnits
e9ca9aee Links
0eb2b67e ListDisplayDirection
949930aa ListItemData
6f54bcfa ListName
337b72d4 ListOptionHitAreaElementData
21c9d879 ListOptionTextElementData
121b136b ListsToLoad
a01ab831 LittleLegendIcon
f1125a78 LiveClientDataApi
4102143e LiveUpdate
19d25270 LoadLuaFilesFromWad
be0dceb0 LoadScreenTipConfiguration
63060019 Loadable
554903f4 LoadingIndicator
ae427127 LoadingScreenBackground
e8b7a3b7 LoadingScreenBackgroundOverride
1936bee5 LoadingScreenChallenges
40aaa283 LoadingScreenData
1d998735 LoadingScreenOnly
9c45981b LoadingScreenRegaliaflags
767f5b0c LoadingSpinnerScene
a43dbb68 LoadingSpinnerVfx
5fccadd0 LoadingText
6568130b LoadoutData
78407281 LoadoutScene
8c91139b LoadoutType
88b8380c LoadoutsButtonData
7eae7fdd LoadoutsFrame
815829ff LoadoutsItem
32c274bd LobbyCloseButton
6096489e LobbyLayouts
d4cfe813 LobbyMusicState
573e7831 LobbyScene
0dd8fce3 LocalGoldGiven
10708343 LocalGoldGivenOnLastHit
eeb5073d LocalPlayer
7c7732a1 LocalPlayerNameColor
4b838314 LocalPlayerTitleColor
d368581c LocalThemeMusic
fbc94a2c LocalizedDescription
7a4d89bb LocalizedFormattingBehavior
081f82f1 LocalizedName
8d7a04b6 LocalizedShortDescription
5a9403be LocalizedTextFormat
0bf5a9a6 Location
f7cb2205 LocationName
eb234cf7 LocationTra
a8ba5a4f Locations
409267ef LocatorBlackboardName
ef0d7842 Lock
7fb0bd0a LockButton
acb7dded LockDownOffset
1f022f95 LockGroup
b08d628f LockIcon
07b47a94 LockLeftOffset
8d8aade3 LockRightOffset
875144e9 LockText
fab77944 LockUpOffset
ce164093 Locked
e62ef3c5 LockedDefaultIcon
1789de82 LockedHoverIcon
d0fc26f2 LockedIcon
33b79d3d LogLargePacketGaps
707586e2 LoginData
8d23bfd5 LoginLogoMapping
2dcd2b83 LoginProviderButtonMapping
b11e62a4 LoginProviderButtons
0550d895 LoginQueueData
ec47ae37 LogoIcon
128a2d92 LogoLink
3f829b60 LongDescriptionTra
a926f992 LookupKey
ddef486b Loop
008a9d44 LoopBlock
b378cb0f LoopDuration
d1958064 LoopTimeAsFraction
09aa0736 LootIcon
5c1ba470 LootItem
12cac553 LootItemCountBackground
6d9e0f68 LootItemCountText
dacabc03 LootItemLineElements
36785fb3 LootLineArrowIcon
1b2a8417 LootLineHeaderText
0b71a926 LootLineItemButton
8f597852 LootLineItemDropRateText
22a383b9 LootLineItemGroup
e8b4823e LootLineItemNameText
cfad7b3b LootLineItemSpacing
b1a1f45e LootTableTitleText
42199df3 LootTablelayout
bd3842ad Lore2
e7347b1a Loss
8dc1f594 LossOfControlType
5a4e1ece LossOfControlValueText
864c2489 LostExpText
88d0d9d9 LostRatingText
80d41754 LowerCardRegion
3386138c LuaMathExceptionRemoval
ce8769d7 LuaObjectOverrides
3a1171ce LuaScript
2b213e36 LuaVec3ErrorIsError
00758e29 MagicPenetration
b6f318ee MagicResist
c9b71b3d MagicResistBorders
fad4c40b MagicResistIcon
4a1c6359 MagicResistThreshold
d4b01b1e MagicResistThresholds
c772db3b MagicResistanceUpgrade
f21bd022 MagicShieldBar
022e368c MagicalDamage
71e55eed MagicalDamageCritical
655c70a4 MagicalItemsFilterButtonDefinition
47482875 Magnitude
34b17566 MainBannerScene
31dff863 MainBodyText
c2e2a2df MainContentElement
94538f26 MainContentViewPane
31a106d0 MainCutscene
108e8710 MainIconGroup
868e69a1 MainItemBrief
05dd34f6 MainItemIcon
ecb8bd25 MainItemMainText
2f0c1d34 MainItemName
4d302530 MainScene
6b10b242 MainShopSceneHandle
618d7951 MainTextElement
8dfa4318 MainTextTra
20c423da MainTooltipAnchor
cad3c552 MainViewPaneDefinition
3a1aa117 MainViewScene
f99c4ac4 MajorActive
3f17ef8e MajorActiveMythic
29fef316 MakeLowerPriorityEventsObsolete
541e7ba7 ManaDamage
0e9d23cc ManaHeal
90990350 ManagedLayout
dfa2efb1 Map
dcd3b0f0 MapContainerLocations
bc687525 MapContainers
b3d1ed04 MapId
58eccfa6 MapInclusions
4c74291f MapLightInfo
16c4756a MapName
16349e22 MapNavigationMesh
c7fe6c2d MapObjectName
592ef6c3 MapParticle
1ee02108 MapParticleName
15d4b4a1 MapParticleNames
598b82e8 MapPlaceable
9aa017a7 MapPropName
d7713c7b Margin
aa05f252 MarksmanItemsFilterButtonDefinition
ba74d8b8 MaskTexture
df7738d1 Mass
2724217e Mastery
dd749512 MasteryBorderLevel4
de7496a5 MasteryBorderLevel5
db7491ec MasteryBorderLevel6
dc74937f MasteryBorderLevel7
39276ecd MasteryOnlyDetailsText
8fcb9d6b MasteryOnlyGroup
b06e0dd9 MasteryOnlyIcon
efec1c0d MasteryOnlyTitleText
61d62e88 MasterySideIcon
03ea667a MasterySlot
fb403eda MasteryToBackgroundEffect
9bdfc2c9 MasteryToBackgroundLookup
dd0f7c29 MatchDateText
2b45ede9 MatchFoundText
5938ac8e MatchGrid
d485aee6 MatchHistoryGrid
afdda85a MatchHistoryListScene
b2be4d05 MatchHistoryPlayerTemplate
8e32bc1e MatchHistoryScene
3228d244 MatchHistoryTraitTemplate
fdad6e32 MatchHistoryUnitTemplate
c1e171bf MatchHistoryView
869b2cd5 MatchInfoText
128cfa88 MatchTemplate
ad82afe1 MatchTypeDurationText
674d0562 MatchingCategories
c28279b1 MatchingKey
1936b55e MatchmakingIcon
f4596dad MatchmakingVfx
315f77b5 MatchupHistoryData
a4d7de97 MatchupSlot
6c65a5a3 MaterialSwap
d7a2e319 Max
89eccefc MaxAddedSpeed
64e4f9f9 MaxAdjustedRadius
563a1941 MaxArmLength
0b860061 MaxAugmentSlots
d829fd95 MaxBuffDisplayCount
50ef1a22 MaxCompletedItems
e09fa060 MaxCount
427b6d68 MaxDisplayTime
ec63d209 MaxDisplayedEmotes
a8ffcca4 MaxDisplayedPoi
75a82d36 MaxDistanceFromCenterOfScreen
b84c30f4 MaxDistanceScale
ec1f44b9 MaxDuration
0472fe83 MaxHpPenaltyBar
622525d7 MaxHpPenaltyDivider
518f49b9 MaxIntervalSec
e93789ab MaxInviteCount
41aa9616 MaxItemSlot
6a6341f9 MaxMessages
f75a1005 MaxNumChoices
0db4c4cf MaxNumberOfMilestonesToShowPerStonePerGame
9ef5b2e0 MaxOffsetDelta
6dcc04ea MaxPartySize
668788d6 MaxPlayCount
a27eeebb MaxPlayerCount
2acbb00b MaxRangeSizeScalar
80ba1308 MaxSize
a7e69fc7 MaxSlowDoesntRoot
235a352b MaxSpawnCount
b6234fe7 MaxSpawnLimit
86df0364 MaxSpeed
65b6caa1 MaxTeams
7332c626 MaxValue
18e4be8d MaxWeight
6b8896b6 MaximumDeathRecapScale
b9fd977c MaximumGlowMod
c6fa1b5d MaximumRateByVelocity
60a88bed MaximumSaturation
f48b7975 MaximumScale
ab25c5d9 MaximumShopScale
f91db25d MediumHeight
f61974d2 MeleeResult
160a8b77 MemberGrid
1f681491 MemberTemplate
ebd37275 MemoryReportMinimalSet
ccbfc406 MenuCloseButton
c1f16a2a MenuScene
73c8aba4 MenuTitleScene
02d5f962 MenuToggleScene
f010defb MeshCombineRadius
5e2ec7c5 MessageAnchor
81821acc MessageAnchorElements
a8c85560 MessageBackground
c1d39c37 MessageBodyText
26c55c2c MessageData
6e341eba MessageDisplayData
c7f057ac MessageDisplayDurationSecs
46ea8d6b MessageDisplayTime
dfeb330c MessageDuration
5d0f9396 MessageDurationSecs
9af2cd8c MessageList
851803c0 MessageRow
38db73ae MessageTemplate
500ae933 MessageText
86a1f9f5 MessageTextHandle
b5d2fb19 MessageTitleText
56cfc9ac MessageTrakey
f093e90e MetadataTagToDetect
c5611fe2 Meter
7f4f2109 MeterAllySkin
3f12f491 MeterAvailable
232da21c MeterAvailableIcon
7ce0e090 MeterBonusIcon
04cd2b49 MeterComplete
5734f164 MeterCompleteIcon
1c2f0ac4 MeterCompleteLeft
af3074b1 MeterCompleteRight
3e9d9a6b MeterEasingType
565b05cb MeterElements
2ce07dfb MeterEnemySkin
2bf0ff9f MeterFill
e845a287 MeterFillHealCasted
c49b32ce MeterFillMagicBlocked
f6ccd6f4 MeterFillMagicDealt
08ef885e MeterFillPhysicalBlocked
b30d72e4 MeterFillPhysicalDealt
3578729d MeterFillShieldGranted
013b1ee7 MeterFillTotal
f4cb711d MeterFillTrueBlocked
8ef2dd8b MeterFillTrueDealt
f78e2f90 MeterFullAnimations
7ac22689 MeterHolderLeft
a2137b2a MeterHolderRight
e115c684 MeterHolderStart
16395028 MeterInnerRing
f8987d77 MeterOuterRing
82d31fb2 MeterScene
4b9fa32c MeterSkins
b86ba22a MeterTransitionTimeSecs
146df6f0 MeterVanishAnim
fd7c73b7 MetersAbbreviationTraKey
75f3e00b MetersPanel
f0e72c76 Metrics
16fdee90 MicVolumeSliderBar
2a96f3b9 MicVolumeText
61e47ab2 MicroTick
82b638b9 MicroTickPerStandardTickData
90386cd8 MidAugmentGrid
bfa63898 MidAugmentNames
0ead6171 MidAugments
13b9efeb MidpointEvent
d9c48ebf MilestoneBgEffectTinted
706a432b MilestoneBgFrameOther
b4d4a4a1 MilestoneBgFrameSelf
1bb3578a MilestoneContentScene
e4e24bfc MilestoneCount
10d642fd MilestoneData
b9ba7771 MilestoneDefinitions
3e3476ec MilestoneDisplayTime
dd1c30ab MilestoneDisplayTimeForLocalPlayer
c385f2e3 MilestoneFgEffectTinted
af227625 MilestoneFgUncolored
286fc9c3 MilestoneForFullLitImage
fb2a56ef MilestoneForHalfLitImage
24bbeea0 MilestoneIntroTime
7738597e MilestoneName
7d9a7fa0 MilestoneOtherIntroTime
891f374d MilestoneOwnerIcon
e4c37814 MilestoneOwnerScene
2df5fed2 MilestonePersonalBestEffect
21b38cf5 MilestonePersonalBestScene
1e8ac677 MilestoneProgressMeter
20b4f125 MilestoneRegion
ffb45d12 MilestoneRewardsIcon
ac97dba2 MilestoneRewardsIconBackground
51ca6461 MilestoneRewardsTemplate
2e4f3782 MilestoneSelfIntroTime
0e8d89b4 MilestoneSize
3b967b8f MilestoneStoneIcon
40d124b1 MilestoneTextPosition
05b4cd7b MilestoneTimelineEnd
af63cfac MilestoneTooltipButton
9c9e1f69 MilestoneTooltipIcon
cc43d635 MilestoneTraKey
b5ffa4b5 MilestoneTransitionIn
3f8ef4f0 MilestoneTransitionInEasingType
0c9f665f MilestoneTransitionInMaxAlpha
64433579 MilestoneTransitionInMinAlpha
7cbff9b4 MilestoneTransitionInTime
2fea169e MilestoneTransitionOut
3f09544f MilestoneTransitionOutEasingType
45dcf0f2 MilestoneTransitionOutMinAlpha
9d369277 MilestoneTransitionOutTime
5385fe0a Milestones
2ccdd805 MilestonesViewPane
edd8ea83 MillionAbbreviationTraKey
c98f4557 Min
a8a2f6c7 MinAdjustedRadius
9b17be22 MinAlphaTimeSecs
7c8c08dc MinAnnouncementDuration
6f3e4327 MinArmLength
f5f7e33c MinDisplayPercentOverride
2728b48e MinDisplayTime
80a47d92 MinDistanceScale
dade6712 MinHealthAfterLossForgiven
1ea7ca14 MinHealthAfterPartnerDamage
df1b8a47 MinIntervalSec
c4ecff00 MinLevelUpLevel
a08ac1ac MinOffset
26498ca4 MinPlayerLevel
3a140495 MinResolution
d58367c5 MinRound
4d3600d7 MinScale
fbe2eb62 MinSpeed
168262f3 MinStage
f1a5a54c MinValue
8a8a009a Mini
7c0d7f63 MinimapActiveWheelScene
a8f86028 MinimapBackgroundCooldownEffect
4a4536af MinimapBehaviors
0261b251 MinimapContent
04474405 MinimapEnabled
1f4e4c65 MinimapIcon
47c6026a MinimapIconOffset
2070742c MinimapRadialButtons
2051c3e8 MinimapSelectionLine
177a6257 MinimapSelectionRotatingIcon
37b7e946 MinimapTooltipAnchor
e7ae1707 MinimapVisibilityKey
d23502b1 MinimapVoiceChatAnchor
899b4349 MinimumAlpha
b565cf40 MinimumDeathRecapScale
6a015824 MinimumDigitCountForThousandsSeparator
ee91017d MinimumEnvironmentColorContribution
8575e696 MinimumGlowMod
d46d1893 MinimumSaturation
5b9613f7 MinimumScale
49f5a823 MinimumShopScale
2dc2b169 MinimumVersionForContent
ee854bd1 MinionConfig
b63f4306 MinionLevelEvents
98836275 MinionSpawnIntervalSecs
22a50aab MinionType
bac0c948 MinionUpgradeStats
1e3fcd64 MinionsAreValid
25d596de MinionsGainBaseMoveSpeedAtTwenty
b0b5f547 MinionsStickToTowers
b0c63265 MinuteAbbreviationTraKey
905ff813 MiscIconPath
03f9495d MissileAccel
c49c2a36 MissileEffectMaxTurnSpeedDegreesPerSecond
9a21aac4 MissileEffectMaximumAngleDegrees
ec5cf21a MissileFixedTravelTime
0bb5d83b MissileGravity
895034d6 MissileMaxSpeed
4566e290 MissileMinSpeed
90909f24 MissileOwnInstanceVars
53ea5a91 MissileRadius
95ec39e4 MissileReflectionPrototype
862ad05d MissileStartTimeAccountsForCastTime
83398c84 MissileTransitionSpecs
addd6f44 MissionButtonsLayout
e7952e16 MissionCategoryButtons
7e531835 MissionCompleteText
5f2f76f3 MissionFullManagedLayout
3f0a4030 MissionGroup
c921e814 MissionIcon
6a6c9550 MissionIconBackground
05dfbbe3 MissionLayout
3d55b734 MissionObjectiveData
88ea17ef MissionScroller
7ed6327f MissionsBadgeVFX
ec323bfe MissionsButton
3dcaaadb MissionsButtonHint
52662fad MobileAppStatusIcon
b807fa19 MobileBackgroundTexturePath
1257d9a3 MobileBinPath
ae9e709a MobileCatalogData
92b3354f MobileDelays
22f5197d MobileHealthBarHeightOverride
6f2b10db MobileLoadable
392d4775 MobileMenuButtonTraKeys
1cf84925 MobileMixEvent
dd522de7 MobileOverride
8b76c33f MobileOverrideBinName
5bfa274b MobileOverrideLoadable
2508673c MobileTapRegion
75259ad3 ModalDialogViewController
f1c81e39 ModalShroudHandle
43c6ee46 ModalUpperLeftAnchor
ec6ee012 Mode
f855908d ModeInclusions
072f09a8 ModeLabel
6a9a8559 ModeNameStringId
e8b74712 ModePreloadFlags
6f71b052 ModeSelectButton
ca685705 ModeSelectCustomButtonData
e3c0464f ModeSelectDefaultButtonData
e224378f ModeSelectDefaultButtonIcons
61767839 ModeSelectQueueButtonData
1abf4b19 ModeText
6f3d4e53 ModelTransformation
fed1150d ModifierId
411b1019 Modifiers
129437e7 ModulePreloads
0b088e38 MomentOfDeathStructures
ad3a9f6c MomentsUI
7c0e8d36 MonsterDataTableId
c6f52794 Moonlight
13c8cdf7 MoreAccurateBuffTimeouts
435830f8 MoreInfoClickRegion
d84e3078 MouseDownEvent
0452034c MouseDownOnInactive
7c552179 MouseDownSelected
84b6cf03 MouseUpEvent
b49ca145 MouseUpOnInactive
b416d0a8 MouseUpSelected
4fda5852 MouseoverRegion
5083dbe2 MoveDelta
9f49799f MoveSpeed
786263b4 MoveSpeedIncreaseIncrement
dedd01f2 MoveSpeedIncreaseInitialDelaySecs
26fa0124 MoveSpeedIncreaseIntervalSecs
72dffabf MoveSpeedIncreaseMaxTimes
e24cb0da MovementCharmIcon
be860208 MovementEntries
f07f296f MovementFearIcon
9fe1a486 MovementLossIcon
8dcc46e6 MovementOptions
747de4f8 MovementSlowIcon
ee9d9233 MovementSpec
69fa7b5d MovementTauntIcon
3807e16b MovingTowardEnemyActivationAngle
2e6d3c7e MultiBackgroundRegion
07061da5 MultiBodyText
f42e1d1a MultiCloseButtonRegion
5ed9409b MultiPullPrimaryTierHintStagger
a12710b8 MultiPullPrimaryTierHintVfx
99685a1f MultiPullSecondaryHintCount
a2dc0f7b MultiPullSecondaryTierHintStagger
7c0d8398 MultiPullSecondaryTierHintVfx
77a03463 MultiPullTierHintOffset
909d5d3f MultiPurchaseItemIcon
4cfec044 MultiPurchaseManagedLayout
b0dd6202 MultiScene
5b0cac7b MultiSequence
8dd1da54 MultiSubPurchaseSectionLabel
25c805c3 MultiTitleText
b7e43ad3 MultikillIcon
57b05d58 Multistrike
08344846 MultistrikeFast
b8c3b1bd MultistrikeSlow
f87d7e10 MusicButton
103e4044 MusicPauseFadeMs
7d2e0885 MusicSourceButton
7f619889 MusicSourceInfo
cf093b49 Mutator
084c58ee MutatorControlledLoadingScreenBackgrounds
cb0a7522 MutatorName
87450a1e MutatorOverrides
0d92e623 MutatorToTextureMap
0a45975f MuteAllButton
de195190 MuteButton
a46f5d3a MuteButtonTemplate
d1a24aba MuteChatButton
a1b296c9 MuteEmotesButton
d9a58154 MuteModalAnchor
b383187d MuteOption
aef538d9 MutePingsButton
f8458906 MuteSelfButton
e98b297e MutuallyExclusiveItems
474934fc MutuallyExlusiveSets
09b22f41 MythicFrameIcon
976c1c18 MythicPurchaseableVfx
c187dd64 MythicPurchasedVfx
01e5c84c MythicTokenButton
d41db073 MythicTokenOfferId
df82dfdf MythicTokenText
5c98a36e MythicView
884d04dc NameBackdrop
262449ce NameBackground
8223767b NameId
7adbaade NameLink
c50ea4ff NameLocKey
5eedc55a NamePrefix
2f575f76 NameTag
d5ced975 NameText
2127eb37 NameTra
6194e22e NameTraKey
36fff7ce NameTraKeyOverride
753d0247 NamedDataValue
bdc90544 NavGridConfig
a97376aa NavGridOverlay
f7197db9 NavGridPath
4a989cc9 NavHeaderScene
365ff9f6 NavMeshFileName
6d13b0ea NavigationGridOverlays
0dc0043a NavigationGroup
40d97d44 NavigationText
54f3570f Near
79f64609 NearClipPlane
9e4677fa NearlyOnScreenRange
a4f18095 Nearsighted
c77c4866 NeedsPushToTalkEnabled
757cbb5b Negate
ae0964fb NegativeBountyConfig
4e1babb4 NegativeBuffs
08991dc1 NeutralTimerStateManager
763cc4ab NeutralTimerStates
4c7bb73e NeutralTimers
291bad0a NewActorStuckPathfinding
6cee1705 NewContentNotificationQuest
4c8d4f60 NewDeathSFX
0c2ccf34 NewItemFx
1064f0af NewLoadingScreen
6723e4bf NewMissionVfx
dcabd2fa NewPIP
87640efa NewPIPVFX
e05a87fa NewSpellCastFlow
4a5c426d NewSpellCastFlowAutoAttack
4b3bb133 NewSpellCastFlowInstant
fb30e485 NewSpellCastFlowLaunchAttack
2246ace9 NewSpellCastFlowNormal
7cb20329 NewSpellCastFlowSpellCastAns
489b925d NewSpellCastFlowTargetInRange
069b85d1 NewSpellEffectCreateBlock
c4b0866a NewSpellScript
0af8606b NewStatType
ef8fe151 NewStatUiData
57c9eba0 NewStats
fb0e7215 NewTowerFortification
930970c7 NewTurretLogic
dd681b43 NextBuffVars
9f1d2b34 NextShopHighlightElement
46f4a4d2 NoActiveBannersIcon
07cc89a2 NoButton
bcd21997 NoContentSubtitleTraKey
c5ec44db NoContentTitleTraKey
84757e2c NoDuplicatesButton
154cd270 NoDuplicatesTraKey
988c4436 NoHighlightsSequence
4cca91ee NoMatchHistoryText
70e74cf5 NoPurchasesText
4830d8fb NonDispellable
ada7afdb None
a8e4f979 NormalCastButtonPos
7af87ddd NormalItemButton
53fa9427 NormalSkin
ce79296c Normalize
edec2e12 NotFacingMovementWhenCasting
8231d843 NotPickedVfxSystem
0ffbfecb NotificationBottomIcon1
10fc005e NotificationBottomIcon2
11fc01f1 NotificationBottomIcon3
d839c90f NotificationBottomline
11a5dbf3 NotificationIcon
99402706 NotificationScene
362914d8 NotificationTemplate
2409aaf0 NotificationTitle
23342deb NotificationTopline
f623b026 NotificationsBadgeVFX
e4e655d3 NudgeDistance
528cdb47 NumExtraPlayers
c8d23640 NumMaxDifferentCategories
7648a351 NumRoundsLossForgiven
2cddddbb NumToCombine
c7c8eef8 NumVoters
9e17f690 NumberOfFramesPerRowInAtlas
27bdb791 NumberOfPeriods
ae2dee44 NumberOfRows
0a9ead90 NumberStyleTotalAndFormula
e8861857 NumberStyleTotalAndScalingIcons
511bd41d NumberToPassChallenge
bad3352f NumericText
11228478 NumericTextDefault
bc2f6bda OMW
b8c60cba Object
e095d841 ObjectName
b3f7f3ed ObjectiveBountiesStatus
054a2485 ObjectiveBountyAlly
1037fba9 ObjectiveBountyConfig
59371761 ObjectiveBountyEnemy
a3bf27eb ObjectiveCampIndex
db870a45 ObjectiveCampInfo
74d24c26 ObjectiveCampName
5150acce ObjectiveLayout
198cb5c6 ObjectiveListLayout
ec740d9e ObjectiveMeterAnimEaseType
fa7c8443 ObjectiveMeterAnimTimeSecs
eb471668 ObjectiveMonsterIcons
f948299b ObjectiveName
121a5893 ObjectiveNameTraKey
1d95af94 ObjectivePlanningIcon
5249270b ObjectivePortrait
7ae73df8 ObjectivePortraitVotingAligned
3250c257 ObjectiveRewardList
53a6739f ObjectiveText
c7f98577 ObjectiveTextTraKey
4795d695 ObjectiveTimersVisibilityKey
f3e3291a OffScreenPoiData
a8a39cef OffScreenPoiSettings
d21ebbee OffScreenPointOfInterestSystem
46fd893f OffState
1ebf7333 OffValue
7b65b457 OffensiveModeButton
09032279 OfferGrid
56ed0d27 OfflineStatusIcon
4a0b5bb4 OffscreenCamps
209b45df OffscreenDifferentiation
6a75db07 OffscreenPings
1d6c2736 OffsetRegion
c46c9a2a OffsetType
7ecd0c01 OffsetVector
71254c3b Offsets
ca71e7ba OkayHitRegion
1f16e793 OmitFromCombatRecap
e1562ee7 OmitFromMatchHistory
9cfc57ba OmnivampStat
73dbef7a OnBarClickedEvent
8f1a336d OnDragEndEvent
d8073196 OnDragStartEvent
be768171 OnEnemyChampionInDetectionRadius
cc99a2db OnHideTransitionData
f13551e5 OnHit
9ebb4ce3 OnKillEventSteal
96f0286c OnLeaderMoveFollowerAnimation
774fc304 OnPerceptionBubbleReveal
9445308c OnPreDamagePriority
84e7e74a OnSelectionEvent
3f43172e OnShowTransitionData
6c4f9aa5 OnState
1f3b5312 OnTakeDamage
ae8f2281 OnValue
31169dff OneHundredMillionAbbreviationTraKey
8384ca73 OneStar
e31fac22 OnestarBadge
4fa419b5 OnlineStatusIcon
a4e3d433 OnlyActivateInTurns
e4d604c7 OnlySendToOwner
1de29c5f OnscreenHealthFill
b80e259c OpenMenuSoundPc
1ac24625 OpenMuteModalButton
4b932928 OpenPartyStatusIcon
5768c834 OpenReportModalButton
68464d70 OpenTeamPlannerButton
f6c872b1 OpenTeamPlannerButtonDefinition
c8f069e0 Opened
a87049bc OpenglConstantBuffer
533e8106 Operation
b58e5376 OperationType
fc596ba6 OpponentAttachToBone
dfe897e0 OpponentBackground
0d7a9eb5 OpponentBounds
f5013cfa OpponentFillMeter
7eddbbc1 OpponentFrame
2789b379 OpponentHealthText
63a11585 OpponentIcon
19b3476e OptimizedDecalProjection
01b3828f OptimizedShadowBlur
9227218a OptionDisplayData
0e845aa2 OptionHoverRegion
2b8fe885 OptionModalData
5147c031 OptionReferenceRegion
c071d24a OptionReferenceText
e0f169f8 OptionRegion
75366fc2 OptionsMenuButton
4ad63ab9 OptionsMenuTooltipTraKey
fc9da936 OptionsStyle
90d041d6 OrConditions
3f954075 OrEqualTo
ead6c249 OrderDecaying
3455f246 OrderDelay
5a5a6042 OrderFilling
be8b277c OrderFrame
e766e3b1 OrderJunglePath
87c9dd2d OrderObjectiveBountiesData
9dfb5ab7 OrderScoreLineUiData
6d0bc246 OrderTeam
dd3dd146 OrderTeamData
e3e5bcc4 OrderTeamIdentity
be0d7d6a OrderTrailingDelay
f2be52f4 OrderTypes
115175ef OrientOffset
f04cc231 OrientTowardsTarget
b3d5945c OrientationSource
5b96b3bd OrnnFrame
3ef359c2 OrthoHeight
e3f05fab Orthographic
c87d8df5 Other
71da616f OtherChallengeDesc
27f8196d OtherChallengeName
6ff3efe0 OtherIcon
f8166510 OtherPlayer
3810c3f2 OtherPlayerNameColor
e157a6ab OtherPlayerPortraitData
8d0c7409 OtherPlayerTitleColor
db9be50f OutCampId
08d27516 OutConstantSpeed
8e0bb53d OutEase
4ed0f3a5 OutIndex
fefc1e87 OutIsConstant
a9fe323a OutIsLerp
93f58be6 OutKey
a3b87335 OutLerpA
d78001b6 OutSize
036a62b1 OutTable
8e81576e OutTime
a69fdb94 OutValue
695012cc OutWasFound
548e8cea OuterRadius
79a94f04 Output
ae9faafb OutputMaxValue
6129b949 OutputMinValue
46842bc8 OutputParameters
df8b8c58 OutputTable
94fb4b0c OutputType
a3ab3f61 OutroTime
31be8604 OutroVfx
2065d503 Overlay
096a6750 OverlayCced
01339cb3 OverlayDisabled
c96b5b85 OverlayHandle
